Full name,Session,Mouse,Date,Session type,Cohort,Timing of ABA,ABA phenotype,Learnt R1 within 20 sessions?,Resistant rats to exclude,Non-learners to exclude,Sessions to exclude,Sessions post-criterion,Sessions to exclude for time spent in arena,Grooming (total duration in secs),Inactive (total duration in secs),Investigating (total duration in secs),Locomote (total duration in secs),Rearing (total duration in secs),Rotate body (total duration in secs),Grooming (bout frequency),Inactive (bout frequency),Investigating (bout frequency),Locomote (bout frequency),Rearing (bout frequency),Rotate body (bout frequency)
Black 4 Session 2 (2021-10-07),Session 2,Black 4,2021-10-07,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,56.666666666666664,1133.033333333334,450.0666666666667,8.366666666666667,64.16666666666667,61.99999999999999,18,133,99,12,28,63
Black 4 Session 2 (2021-10-08),Session 2,Black 4,2021-10-08,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,30.766666666666666,1357.3333333333333,302.5666666666667,11.900000000000002,102.70000000000002,54.63333333333331,8,110,77,15,38,54
Black 4 Session 2 (2021-11-03),Session 2,Black 4,2021-11-03,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,13.433333333333334,530.4666666666667,241.8333333333333,101.26666666666667,99.00000000000003,212.2999999999999,7,129,130,102,62,162
Black 4 Session 2 (2021-11-05),Session 2,Black 4,2021-11-05,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.0,908.6333333333333,318.3000000000001,44.36666666666667,143.36666666666667,225.23333333333335,0,200,141,48,66,159
Black 4 Session 2 (2021-11-07),Session 2,Black 4,2021-11-07,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.0,653.4333333333334,98.10000000000001,71.36666666666663,78.8666666666667,225.3333333333333,0,110,84,90,72,168
Black 4 Session 3 (2021-08-18),Session 3,Black 4,2021-08-18,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,Exclude,20.599999999999998,1018.0000000000001,221.50000000000006,90.33333333333333,125.10000000000002,354.56666666666666,12,182,111,98,85,223
Black 4 Session 3 (2021-08-19),Session 3,Black 4,2021-08-19,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,21.26666666666667,1056.5666666666666,246.16666666666669,73.36666666666669,79.56666666666669,319.36666666666673,15,177,113,83,76,190
Black 4 Session 3 (2021-08-20),Session 3,Black 4,2021-08-20,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,Exclude,,11.166666666666668,721.5333333333334,185.69999999999993,60.53333333333333,36.066666666666656,150.99999999999997,8,85,67,63,35,106
Black 4 Session 3 (2021-09-30),Session 3,Black 4,2021-09-30,PD,Cohort 2,Before ABA,Susceptible,No,,,,,,3.0666666666666664,397.4333333333333,916.9999999999997,56.26666666666666,143.5333333333334,181.20000000000002,3,126,143,66,77,129
Black 4 Session 3 (2021-10-02),Session 3,Black 4,2021-10-02,PD,Cohort 2,Before ABA,Susceptible,No,,,,,,6.666666666666666,555.5333333333332,850.733333333333,68.99999999999999,107.93333333333331,230.23333333333326,6,151,149,85,64,156
Black 4 Session 3 (2021-10-03),Session 3,Black 4,2021-10-03,PD,Cohort 2,Before ABA,Susceptible,No,,,,,,20.266666666666666,311.23333333333335,831.9666666666668,74.63333333333333,58.53333333333334,182.96666666666658,9,89,130,90,51,147
Black 4 Session 3 (2021-10-04),Session 3,Black 4,2021-10-04,PD,Cohort 2,Before ABA,Susceptible,No,,,,,,12.9,219.03333333333336,491.56666666666683,50.2,41.800000000000004,120.19999999999997,9,56,74,68,42,109
Black 4 Session 3 (2021-10-05),Session 3,Black 4,2021-10-05,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,44.36666666666667,780.1666666666662,453.19999999999993,28.999999999999993,120.56666666666666,142.79999999999998,18,133,125,37,55,109
Black 4 Session 3 (2021-10-06),Session 3,Black 4,2021-10-06,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,52.599999999999994,1152.1333333333337,392.9666666666666,13.3,85.33333333333331,90.06666666666669,24,138,84,19,34,74
Black 4 Session 3 (2021-10-07),Session 3,Black 4,2021-10-07,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,9.633333333333335,462.73333333333335,139.4,13.833333333333334,50.366666666666674,50.73333333333331,7,50,34,14,24,39
Black 4 Session 3 (2021-11-03),Session 3,Black 4,2021-11-03,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,4.2,544.3666666666667,229.8666666666667,82.06666666666668,114.73333333333335,191.06666666666666,3,144,154,107,78,178
Black 4 Session 3 (2021-11-05),Session 3,Black 4,2021-11-05,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,5.966666666666667,838.6000000000003,259.6333333333335,93.46666666666667,164.20000000000005,311.03333333333364,2,203,157,101,97,243
Black 4 Session 3 (2021-11-07),Session 3,Black 4,2021-11-07,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.0,552.1,145.06666666666666,68.83333333333333,86.33333333333333,218.06666666666663,0,100,104,93,74,179
Black 4 Session 4 (2021-08-19),Session 4,Black 4,2021-08-19,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,16.599999999999998,961.1333333333337,340.89999999999986,81.5,82.76666666666667,264.1000000000001,9,192,163,93,85,204
Black 4 Session 4 (2021-09-30),Session 4,Black 4,2021-09-30,PD,Cohort 2,Before ABA,Susceptible,No,,,,,,6.066666666666667,501.2333333333334,913.6666666666666,71.5333333333333,129.8,237.7,5,154,168,86,76,171
Black 4 Session 4 (2021-10-03),Session 4,Black 4,2021-10-03,PD,Cohort 2,Before ABA,Susceptible,No,,,,,,30.4,591.5333333333333,787.1000000000003,66.53333333333332,99.83333333333333,230.59999999999997,16,113,110,74,58,152
Black 4 Session 4 (2021-10-04),Session 4,Black 4,2021-10-04,PD,Cohort 2,Before ABA,Susceptible,No,,,,,,2.9333333333333336,68.53333333333335,338.9333333333332,54.033333333333324,34.73333333333333,89.83333333333337,2,28,59,63,34,78
Black 4 Session 4 (2021-10-05),Session 4,Black 4,2021-10-05,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,11.233333333333334,1076.4333333333334,290.7333333333334,27.433333333333326,78.16666666666669,111.89999999999998,9,90,79,32,42,76
Black 4 Session 4 (2021-10-06),Session 4,Black 4,2021-10-06,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,90.7,971.0333333333335,463.29999999999984,20.0,97.56666666666665,111.5,36,158,103,24,46,91
Black 4 Session 4 (2021-10-07),Session 4,Black 4,2021-10-07,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,17.400000000000002,583.1666666666665,340.6333333333331,18.43333333333333,58.6,72.36666666666665,10,91,65,22,31,64
Black 4 Session 4 (2021-11-07),Session 4,Black 4,2021-11-07,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.0,613.6333333333333,148.3,57.866666666666674,57.933333333333344,200.6666666666667,0,128,138,83,63,178
Black 4 Session 5 (2021-10-03),Session 5,Black 4,2021-10-03,PD,Cohort 2,Before ABA,Susceptible,No,,,,,,4.9,204.66666666666669,745.1333333333334,80.89999999999999,67.83333333333333,185.76666666666668,4,69,97,94,52,130
Black 4 Session 5 (2021-10-04),Session 5,Black 4,2021-10-04,PD,Cohort 2,Before ABA,Susceptible,No,,,,Exclude,,13.933333333333332,134.3,472.8666666666665,54.83333333333335,51.99999999999997,107.36666666666665,5,43,79,70,42,100
Black 4 Session 5 (2021-10-05),Session 5,Black 4,2021-10-05,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,7.433333333333334,513.6,407.53333333333325,33.56666666666667,144.40000000000003,126.46666666666671,7,104,97,40,56,81
Black 4 Session 5 (2021-10-06),Session 5,Black 4,2021-10-06,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,60.733333333333334,712.9333333333333,474.4,33.0,115.03333333333332,113.29999999999998,32,125,109,41,47,87
Black 4 Session 5 (2021-10-07),Session 5,Black 4,2021-10-07,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,20.499999999999996,403.1666666666666,388.2333333333334,23.633333333333326,54.46666666666667,105.79999999999993,10,91,76,32,37,83
Black 4 Session 5 (2021-11-07),Session 5,Black 4,2021-11-07,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.0,435.8666666666667,114.69999999999997,43.33333333333336,62.63333333333334,113.56666666666672,0,77,90,56,56,108
Black 4 Session 6 (2021-10-04),Session 6,Black 4,2021-10-04,PD,Cohort 2,Before ABA,Susceptible,No,,,,Exclude,,3.0,71.30000000000001,326.80000000000007,46.33333333333332,32.83333333333333,81.63333333333337,3,16,45,59,31,71
Black 4 Session 6 (2021-10-06),Session 6,Black 4,2021-10-06,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,61.13333333333334,498.26666666666665,309.7333333333333,25.466666666666672,77.06666666666666,81.53333333333333,16,90,61,30,37,68
Black 4 Session 6 (2021-10-07),Session 6,Black 4,2021-10-07,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,39.699999999999996,568.4666666666668,638.4999999999999,34.266666666666666,68.43333333333332,133.53333333333342,29,154,127,46,39,134
Black 4 Session 7 (2021-10-06),Session 7,Black 4,2021-10-06,R1,Cohort 2,Before ABA,Susceptible,No,,,,,,32.83333333333333,485.09999999999997,402.23333333333346,31.533333333333324,81.60000000000001,99.19999999999996,23,103,79,37,43,91
Black 5 Session 1 (2021-08-16),Session 1,Black 5,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,60.79999999999998,687.0333333333325,394.6333333333332,117.66666666666674,126.63333333333335,228.03333333333347,44,223,181,134,85,211
Black 5 Session 1 (2021-09-20),Session 1,Black 5,2021-09-20,PD,Cohort 2,Before ABA,Resistant,No,,,,,,1.0,224.99999999999994,440.5000000000001,138.5999999999999,219.1666666666667,305.0333333333333,1,90,181,185,111,264
Black 5 Session 1 (2021-09-22),Session 1,Black 5,2021-09-22,PD,Cohort 2,Before ABA,Resistant,No,,,,,,26.0,619.4666666666666,473.2333333333336,116.96666666666664,157.19999999999996,299.7333333333333,12,182,156,124,68,223
Black 5 Session 1 (2021-09-29),Session 1,Black 5,2021-09-29,R1,Cohort 2,Before ABA,Resistant,No,,,,,,28.93333333333334,776.1999999999999,414.2,54.36666666666667,219.2333333333332,236.26666666666685,20,222,168,65,114,184
Black 5 Session 1 (2021-09-30),Session 1,Black 5,2021-09-30,R1,Cohort 2,Before ABA,Resistant,No,,,,,,60.06666666666667,926.1666666666663,313.4,55.333333333333336,151.49999999999997,219.73333333333338,15,169,135,57,83,163
Black 5 Session 1 (2021-10-02),Session 1,Black 5,2021-10-02,R1,Cohort 2,Before ABA,Resistant,No,,,,,,24.2,939.5666666666665,427.23333333333295,40.4,161.4333333333334,162.9666666666667,9,219,178,42,91,145
Black 5 Session 1 (2021-10-03),Session 1,Black 5,2021-10-03,R1,Cohort 2,Before ABA,Resistant,No,,,,,Exclude,35.300000000000004,1406.5333333333335,190.43333333333334,12.566666666666666,76.76666666666664,53.599999999999994,29,117,67,11,42,63
Black 5 Session 1 (2021-11-03),Session 1,Black 5,2021-11-03,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,,,1.5999999999999999,980.2333333333327,328.50000000000006,36.23333333333332,170.46666666666673,183.36666666666676,2,196,129,35,80,154
Black 5 Session 1 (2021-11-05),Session 1,Black 5,2021-11-05,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,,,0.0,109.6,337.6333333333333,156.36666666666662,100.1666666666667,279.13333333333327,0,46,96,167,67,237
Black 5 Session 1 (2021-11-07),Session 1,Black 5,2021-11-07,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,,,1.9666666666666666,233.8,279.5666666666667,176.96666666666667,59.400000000000006,289.69999999999993,1,99,106,167,42,242
Black 5 Session 1 (2021-11-09),Session 1,Black 5,2021-11-09,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,0.0,259.6333333333333,195.20000000000002,137.39999999999998,80.19999999999996,156.46666666666673,0,100,84,127,58,155
Black 5 Session 1 (2021-11-10),Session 1,Black 5,2021-11-10,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,1.8333333333333335,76.63333333333335,277.6,83.13333333333333,43.366666666666674,95.9333333333333,1,38,77,93,40,101
Black 5 Session 2 (2021-08-16),Session 2,Black 5,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,59.43333333333334,569.9666666666667,262.43333333333334,78.40000000000002,56.49999999999998,223.36666666666662,42,173,111,87,46,168
Black 5 Session 2 (2021-09-22),Session 2,Black 5,2021-09-22,PD,Cohort 2,Before ABA,Resistant,No,,,,,,14.766666666666666,401.26666666666677,425.8666666666665,113.6,137.53333333333333,248.36666666666682,8,149,145,121,69,210
Black 5 Session 2 (2021-09-29),Session 2,Black 5,2021-09-29,R1,Cohort 2,Before ABA,Resistant,No,,,,,,22.366666666666667,700.4999999999999,356.53333333333325,68.13333333333334,193.43333333333337,243.43333333333334,11,233,201,83,114,221
Black 5 Session 2 (2021-09-30),Session 2,Black 5,2021-09-30,R1,Cohort 2,Before ABA,Resistant,No,,,,,,47.93333333333333,940.0999999999998,338.50000000000006,44.03333333333334,107.46666666666663,187.1666666666667,23,228,165,44,80,173
Black 5 Session 2 (2021-10-02),Session 2,Black 5,2021-10-02,R1,Cohort 2,Before ABA,Resistant,No,,,,,,36.83333333333333,1112.0666666666662,261.3666666666666,40.03333333333334,162.23333333333326,174.9666666666666,10,210,123,42,83,124
Black 5 Session 2 (2021-11-05),Session 2,Black 5,2021-11-05,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,,,3.7333333333333334,166.5,334.73333333333335,178.53333333333333,44.0,308.09999999999974,2,97,150,211,46,278
Black 5 Session 2 (2021-11-07),Session 2,Black 5,2021-11-07,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,,,0.0,130.73333333333332,201.6333333333332,104.73333333333338,19.5,167.69999999999996,0,66,82,128,20,152
Black 5 Session 2 (2021-11-09),Session 2,Black 5,2021-11-09,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,8.433333333333334,530.0333333333333,398.1999999999997,72.73333333333332,123.13333333333334,249.76666666666685,4,194,187,92,87,193
Black 5 Session 2 (2021-11-10),Session 2,Black 5,2021-11-10,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,128.53333333333333,185.10000000000005,55.199999999999974,45.233333333333334,90.13333333333335,0,62,84,75,44,109
Black 5 Session 3 (2021-08-16),Session 3,Black 5,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,25.9,433.46666666666664,191.59999999999994,64.93333333333335,38.66666666666667,132.63333333333335,19,98,84,66,34,101
Black 5 Session 3 (2021-09-30),Session 3,Black 5,2021-09-30,R1,Cohort 2,Before ABA,Resistant,No,,,,,,32.766666666666666,748.0999999999999,326.40000000000003,83.06666666666666,140.36666666666665,196.29999999999995,19,210,159,88,73,181
Black 5 Session 3 (2021-10-02),Session 3,Black 5,2021-10-02,R1,Cohort 2,Before ABA,Resistant,No,,,,,,15.533333333333333,874.9333333333334,406.40000000000026,120.53333333333336,150.70000000000007,245.60000000000002,10,217,177,127,83,212
Black 5 Session 3 (2021-11-07),Session 3,Black 5,2021-11-07,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,191.7666666666667,240.19999999999993,109.13333333333334,18.066666666666666,195.13333333333338,0,70,84,109,16,149
Black 5 Session 3 (2021-11-09),Session 3,Black 5,2021-11-09,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,0.0,156.20000000000002,200.20000000000007,42.53333333333334,46.733333333333334,119.73333333333335,0,57,69,60,40,93
Black 5 Session 3 (2021-11-10),Session 3,Black 5,2021-11-10,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,110.63333333333331,221.4666666666666,60.03333333333331,51.60000000000001,96.46666666666667,0,57,86,88,57,126
Black 5 Session 4 (2021-09-30),Session 4,Black 5,2021-09-30,R1,Cohort 2,Before ABA,Resistant,No,,,,,,17.866666666666664,720.0333333333336,496.53333333333313,60.23333333333333,154.49999999999994,199.33333333333337,8,228,193,63,101,187
Black 5 Session 4 (2021-10-02),Session 4,Black 5,2021-10-02,R1,Cohort 2,Before ABA,Resistant,No,,,,,,1.8,690.2333333333332,400.26666666666677,115.90000000000005,204.0333333333334,234.66666666666677,1,165,153,122,82,181
Black 5 Session 4 (2021-11-07),Session 4,Black 5,2021-11-07,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,131.33333333333337,168.76666666666665,63.099999999999994,5.9,169.89999999999998,0,51,67,71,8,106
Black 5 Session 4 (2021-11-09),Session 4,Black 5,2021-11-09,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,0.0,98.86666666666667,157.5,36.86666666666667,37.43333333333334,94.63333333333333,0,47,61,55,33,73
Black 5 Session 4 (2021-11-10),Session 4,Black 5,2021-11-10,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,11.0,145.73333333333335,203.1,44.89999999999998,28.366666666666667,72.60000000000001,1,49,67,59,22,70
Black 5 Session 5 (2021-09-30),Session 5,Black 5,2021-09-30,R1,Cohort 2,Before ABA,Resistant,No,,,,,,15.066666666666666,630.7666666666669,219.6666666666666,51.83333333333333,193.73333333333332,178.43333333333348,8,201,140,59,96,190
Black 5 Session 5 (2021-10-02),Session 5,Black 5,2021-10-02,R1,Cohort 2,Before ABA,Resistant,No,,,,,,18.366666666666664,613.0333333333333,424.3666666666665,118.76666666666671,182.10000000000008,220.6666666666668,9,199,200,112,77,190
Black 5 Session 5 (2021-11-07),Session 5,Black 5,2021-11-07,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,182.10000000000002,215.10000000000002,55.300000000000004,9.166666666666666,132.5333333333333,0,71,83,79,12,121
Black 5 Session 5 (2021-11-09),Session 5,Black 5,2021-11-09,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,1.9,634.3,235.7,51.53333333333334,80.76666666666667,218.40000000000012,1,177,139,64,62,168
Black 5 Session 5 (2021-11-10),Session 5,Black 5,2021-11-10,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,143.90000000000003,194.3999999999999,42.89999999999999,58.73333333333333,76.16666666666671,0,51,68,55,29,74
Black 5 Session 6 (2021-10-02),Session 6,Black 5,2021-10-02,R1,Cohort 2,Before ABA,Resistant,No,,,,,,5.7333333333333325,734.8999999999996,401.69999999999993,124.1333333333333,226.16666666666674,302.5666666666666,3,209,198,124,86,236
Red 0 Session 1 (2021-08-16),Session 1,Red 0,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,0.0,82.50000000000001,347.66666666666663,84.2,35.3,108.33333333333336,0,43,80,69,26,94
Red 0 Session 1 (2021-09-21),Session 1,Red 0,2021-09-21,PD,Cohort 2,Before ABA,Resistant,Yes,,,,,,24.4,521.6,472.7666666666666,194.9999999999999,231.63333333333333,408.5000000000001,16,267,292,199,184,368
Red 0 Session 1 (2021-09-26),Session 1,Red 0,2021-09-26,R1,Cohort 2,Before ABA,Resistant,Yes,,,,,,63.966666666666676,746.9,511.59999999999985,54.99999999999999,144.56666666666666,274.66666666666674,28,233,202,54,97,207
Red 0 Session 1 (2021-11-04),Session 1,Red 0,2021-11-04,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.43333333333333335,44.83333333333333,272.93333333333334,65.33333333333334,56.73333333333333,98.03333333333333,1,36,76,80,27,106
Red 0 Session 1 (2021-11-06),Session 1,Red 0,2021-11-06,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,0.4666666666666667,142.63333333333333,356.3000000000002,209.46666666666673,72.3,331.033333333333,1,71,137,172,57,250
Red 0 Session 1 (2022-02-18),Session 1,Red 0,2022-02-18,PD,Cohort 1,After ABA,Susceptible,No,,,,,,14.566666666666666,545.2000000000002,308.2999999999999,27.6,326.8,242.83333333333334,10,106,105,27,66,88
Red 0 Session 1 (2022-02-20),Session 1,Red 0,2022-02-20,R1,Cohort 1,After ABA,Susceptible,No,,,,,,13.866666666666664,511.0333333333333,641.0333333333339,155.60000000000008,95.06666666666665,187.0000000000001,6,194,253,149,57,193
Red 0 Session 1 (2022-02-22),Session 1,Red 0,2022-02-22,R1,Cohort 1,After ABA,Susceptible,No,,,,,,67.33333333333333,380.7666666666669,78.1,29.599999999999998,65.43333333333334,30.266666666666673,30,84,60,31,26,40
Red 0 Session 1 (2022-02-24),Session 1,Red 0,2022-02-24,R1,Cohort 1,After ABA,Susceptible,No,,,,Exclude,,0.0,217.4666666666666,121.53333333333335,4.699999999999999,41.099999999999994,9.7,0,49,44,5,21,10
Red 0 Session 1 (2022-03-20),Session 1,Red 0,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,,,20.03333333333333,347.6000000000001,268.33333333333337,143.09999999999997,120.26666666666665,223.36666666666653,10,140,165,103,63,163
Red 0 Session 1 (2022-03-22),Session 1,Red 0,2022-03-22,R1,Cohort 2,After ABA,Susceptible,No,,,,,,51.5,643.3333333333334,185.00000000000006,15.499999999999998,63.53333333333331,46.93333333333333,30,104,66,12,28,34
Red 0 Session 1 (2022-03-24),Session 1,Red 0,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,37.599999999999994,531.8333333333335,571.6999999999998,121.56666666666662,80.56666666666665,159.73333333333338,21,208,245,102,55,137
Red 0 Session 1 (2022-03-26),Session 1,Red 0,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,,,6.466666666666667,694.9666666666666,384.73333333333346,69.96666666666668,71.59999999999998,172.86666666666673,4,143,176,64,56,137
Red 0 Session 2 (2021-08-16),Session 2,Red 0,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,0.9,100.33333333333334,354.40000000000003,94.1,38.766666666666666,93.70000000000003,1,48,84,70,29,89
Red 0 Session 2 (2021-09-26),Session 2,Red 0,2021-09-26,R1,Cohort 2,Before ABA,Resistant,Yes,,,,,,25.233333333333334,560.7000000000003,442.0666666666668,64.63333333333334,239.4000000000001,348.56666666666666,15,254,229,64,146,242
Red 0 Session 2 (2021-11-04),Session 2,Red 0,2021-11-04,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,47.76666666666666,255.9666666666667,54.90000000000003,17.900000000000002,79.46666666666663,0,32,60,57,14,76
Red 0 Session 2 (2021-11-06),Session 2,Red 0,2021-11-06,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,1.8666666666666667,169.7666666666666,267.6000000000001,235.4666666666666,129.83333333333337,267.16666666666663,1,88,150,239,104,289
Red 0 Session 2 (2022-02-18),Session 2,Red 0,2022-02-18,PD,Cohort 1,After ABA,Susceptible,No,,,,,,49.93333333333334,721.7999999999997,578.8,149.3666666666667,34.866666666666674,163.43333333333334,14,190,250,144,27,169
Red 0 Session 2 (2022-02-20),Session 2,Red 0,2022-02-20,R1,Cohort 1,After ABA,Susceptible,No,,,,,,60.9,573.4333333333335,452.9666666666667,53.83333333333333,104.13333333333335,90.03333333333332,25,201,157,61,43,94
Red 0 Session 2 (2022-02-22),Session 2,Red 0,2022-02-22,R1,Cohort 1,After ABA,Susceptible,No,,,,,,1.3666666666666667,139.76666666666668,76.26666666666665,0.0,25.299999999999997,6.6000000000000005,1,23,27,0,11,8
Red 0 Session 2 (2022-03-20),Session 2,Red 0,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,,,3.8,129.56666666666672,163.46666666666673,98.19999999999996,118.83333333333331,122.23333333333339,3,71,92,64,32,92
Red 0 Session 2 (2022-03-22),Session 2,Red 0,2022-03-22,R1,Cohort 2,After ABA,Susceptible,No,,,,,,58.66666666666667,674.6999999999999,649.7999999999997,57.59999999999999,105.20000000000003,141.8333333333333,20,218,215,56,68,130
Red 0 Session 2 (2022-03-24),Session 2,Red 0,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,29.833333333333336,404.9666666666667,435.96666666666675,113.09999999999995,39.500000000000014,157.73333333333338,15,162,208,83,29,118
Red 0 Session 2 (2022-03-26),Session 2,Red 0,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,,,8.533333333333333,703.6000000000006,390.69999999999965,74.23333333333335,32.666666666666664,168.66666666666669,6,218,231,77,28,146
Red 0 Session 3 (2021-08-16),Session 3,Red 0,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,2.6,166.53333333333333,414.3,93.63333333333334,53.86666666666667,90.46666666666664,2,69,89,85,44,91
Red 0 Session 3 (2021-09-26),Session 3,Red 0,2021-09-26,R1,Cohort 2,Before ABA,Resistant,Yes,,,,,,31.46666666666666,548.2666666666665,557.1333333333334,121.49999999999996,239.43333333333334,303.4999999999999,13,238,274,125,130,231
Red 0 Session 3 (2021-11-04),Session 3,Red 0,2021-11-04,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,19.8,260.3666666666667,62.20000000000001,9.5,58.833333333333336,0,14,46,60,10,69
Red 0 Session 3 (2021-11-06),Session 3,Red 0,2021-11-06,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,7.833333333333333,214.8666666666667,364.8666666666666,158.83333333333334,91.26666666666668,265.2333333333334,3,110,156,152,69,219
Red 0 Session 3 (2022-02-18),Session 3,Red 0,2022-02-18,PD,Cohort 1,After ABA,Susceptible,No,,,,,,71.7,762.0666666666673,494.9666666666663,142.8,20.53333333333333,165.63333333333333,26,231,264,149,14,169
Red 0 Session 3 (2022-02-20),Session 3,Red 0,2022-02-20,R1,Cohort 1,After ABA,Susceptible,No,,,,,,16.733333333333334,310.5,317.86666666666656,37.43333333333334,146.10000000000002,55.76666666666668,2,101,109,34,44,47
Red 0 Session 3 (2022-02-22),Session 3,Red 0,2022-02-22,R1,Cohort 1,After ABA,Susceptible,No,,,,,,0.7,195.86666666666665,50.766666666666666,12.799999999999999,13.199999999999998,14.666666666666668,1,10,25,15,8,18
Red 0 Session 3 (2022-03-20),Session 3,Red 0,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,Exclude,,1.0666666666666667,60.833333333333336,140.66666666666677,89.16666666666666,91.13333333333333,100.43333333333334,1,39,78,56,38,85
Red 0 Session 3 (2022-03-22),Session 3,Red 0,2022-03-22,R1,Cohort 2,After ABA,Susceptible,No,,,,,,11.733333333333334,447.6,149.4333333333334,22.5,133.16666666666666,74.66666666666664,7,100,70,16,60,48
Red 0 Session 3 (2022-03-24),Session 3,Red 0,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,19.03333333333333,587.3333333333331,487.03333333333325,104.46666666666668,53.933333333333344,189.89999999999998,10,212,238,82,37,136
Red 0 Session 4 (2021-08-16),Session 4,Red 0,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,6.433333333333334,95.23333333333332,323.6000000000001,86.79999999999995,53.56666666666668,98.36666666666665,3,58,92,91,47,114
Red 0 Session 4 (2021-09-26),Session 4,Red 0,2021-09-26,R1,Cohort 2,Before ABA,Resistant,Yes,,,,,,11.833333333333332,490.8666666666667,454.09999999999985,133.70000000000002,166.9,282.3999999999999,9,246,323,149,105,261
Red 0 Session 4 (2021-11-04),Session 4,Red 0,2021-11-04,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,10.833333333333334,258.5666666666668,50.50000000000002,72.63333333333334,102.96666666666663,0,10,66,68,42,111
Red 0 Session 4 (2021-11-06),Session 4,Red 0,2021-11-06,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,,,6.933333333333334,43.96666666666665,182.70000000000016,55.2,30.699999999999996,100.70000000000003,2,43,74,66,42,100
